厌	人	宅	竟日
高	幽人	径	尚
麝	南	罢	花
汉	嗔	子	高
晚	秋	燕	人
龙	放	敕	将军
花	路	觅	日落
春	愁	醉	当时
春	太	犹	小
称	枝	草	使
云根	照人	花	春
仙	人间	留	不须
仙	行	无心	烂
生	日迟	间	报春
寒	特地	落落	安
路	绕	非	不敢
青山	溪	绿阴	一声
花	花开	强	岁
诗	风流	闻	人
重	瞿	字	君
白发	黑	不生	秃
家	先	厚	渠
一朵	媒	笑	容易
不须	拟	满地	万
行	镇	书	使
名	相逢	冷	空
日	茶	梦	夜
裹	转	尘	觉
流	仙	人	生
城	行	一望	春风
归来	渠	问	鱼
度	竹	乞	秋风
巧	水	斜阳	红
秋	秋	日	梦
天	满城	柳	灯
曾	百战	嗟	空
天	无人	轻	暗
雪	峰	璞玉	胸中
疏	幽居	落	书
秋	花	俱	春风
催	寒	山	少
间	客	重来	寒
日	树	萧条	动
夜	玉	红	唤
潭里	溪	郎	争
空	君	声	恨
叶	戏	人	空
天	移	元	公
水	头	山	松
身	国	旧	遗
呼	奔	取	君
重	啼	墨	尚
玉	诗	笑	秋风
机	雪	寂寞	佳人
宽	人	至今	犹
色	春风	最	洛阳
凌波	素衣	知音	飞
号	月下	恐	懒
寒	暗	行	松
抱朴	日	数	多年
风	寒窗	恐	青青
参	人	难	犹自
气	日	清	张
古	变化	道士	渠
休	人	梦	愁
急	青	无人	明
生	春	何曾	高
冷	花	红	笑
霜	雪	改	红
人生	日	无心	有心
尘	人	不可	须
成	年	寒	重
寒	僧	山	朋
意	月	消息	觅
晴	外	树	春风
残月	梅花	水	清
区区	眇	平生	解
路	灯	僧	心
先	舂	鸿	高
滩	无忧	髻	舟
虚	吹	天公	秋风
门前	屋	指	居
秋风	子	造化	涯
落	江	飞	青山
门	图	君	非
草	锦囊	客	人
古	醉	神仙	神仙
晚	山	独有	雪峰
乐	种	酒	成
诵	年	意	心
深	人	深	枝
子	义	渠	人
雪	霜	暖	飞
花	曾	雪	家
树	树	醉	树
恣	分明	梦	枕
生	南	深	君
徼	山	长安	春
钱	折	惟	虚
言	观	坐	爱
何事	愁	深	秋
景	功	终	当时
言	叱	心	风
问津	深	诗	不为
节	琅玕	佳境	倒
新月	黄花	人间	一醉
路	生	独怜	承平
成	低	有人	教
明	暖	无心	春
衡门	西秦	病	人
何当	难	双	解
机	风光	春	彻
紫	人	使	重阳
秋	灯前	愁	戈矛
十里	人	圆	杯
节	雪	头	语
日	重	人	卢
远	月	断	夜
日	空	西	长风
高	君	风雨	君
归来	明	客	行
道	春	解	小窗
兴	池	丰年	村
非	芳馨	何人	柔
眼	新	春	冰蟾
春风	云	珠	雨
早	叹	西	人
诲	疏	夜	犹
书	寒	相思	叶
异	越	信	子
新	万	忽	惊
眼	西山	二十	寄
云	迟	意	翠
堕	北	白头	江南
冥冥	水	十里	一片
柳	高	子	笑
梅花	种	风月	雪
重	横	眼	隐雾
楼	行	身	号
马	空	千仞	诗
树	花	小	春风
问	乡	海棠	深
一生	三叠	殿	西山
柳	风	花	学
薄	万里	尘	坐
广寒宫	梅花	白玉	嫦娥
终日	行行	意	飞
青	行	属	风雪
空	云	寄	愁
心	春	风景	芳菲
兼	白发	坐	倚
香	量	客	两个
翁	意	凌霄	水
马	问	言	群
郎	人	背	笑
困	深	忽	晴
堕	青	暮	人
江南	三月	花	教
春	客	酿	香
犹	忽	异	存亡
少	古	鸳鸯	觅
晚	春风	须	渠
九夏	云水	言	落
通	空	东风	芙蓉
拜	高	争	三千
云	月	物外	不须
走	闲	白云	秋
无端	深	心	全身
明	仙	独立	仙
田	船	非	眠
歌	醉	门	声
日	云	曾	舟
行	山	难	爱
拂	暗	羞	床
桃李	东风	日	垂
归去	红	春	绿阴
烟	蛾眉	人	蟾宫
虚	新	外	子
低	恨	云雨	空
家	谩	不为	梅花
水	病	曾	遗
寒	老树	明月	一枝
成	樱桃	佳句	春
非	间	玉	妙
牙	虚空	草	叶
纷纷	春	花	难
春	轻舟	合	复
第一	买	越	吴
幽人	宜	日	须
空	云	香	露
木	今日	新	虚
送	秋	花	直
心	复	身	雪
人	云	数	犀
间	怨	无处	曾
昨夜	面	香	春
洞天	洛阳	春	一日
人	非	花	醉
不禁	雪	春	永日
飞	草	春	啼
莺	人	东风	满眼
当年	人生	色	买
轻	一枝	人	青山
青山	隔	寒	愁
晴空	休	一日	臣
轻	郎	三千	年
花	花	名	年
成	久	丁宁	言
寄	春	桃花	人
广	苍苍	问	白云
道	年	月	家
君	抛	武	衰
花	心	山	一家
虚	疏	花	何如
天地	紫	左	劳
屏风	轻	青青	花
春	舞	罢	笑
玉	寒	曾	难
月	白发	死	交情
漠漠	云	犹	争
孤	社	水	使
垂	山	净	石
蟾宫	影	人间	尘
存	旧	属	门
梅花	苦	雪	梅花
远	氛	自有	人间
城	城	游	费
酒	钱	物	门
将军	分	酣	赏
水	寒	旅怀	生
稀	衣	逐	花
花	秋	世味	老僧
气	洗	尘	眼
竹	惊	仙	高
斜	群	门	卖
诗	吴	使	恨
蒲	水	行	一时
胜	酒	主人	省
拂	青	日	天
天门	孙	戏	玉
月	香	道人	伴
云	通	云	颜
君子	阴	圣君	布
由来	深	渠	使
绿	枝上	春	空
晓	号	成	过时
中原	山	扣	唱
之下	始	家人	诗
仙	天	元	水云
新	人	游	笑
深	天	问	万里
山	雨余	须	声
蓐收	转	玉	动
醒	行	遣	无情
尚	有异	危	行
不可	先	明	人
死	须	黄金	灵光
泥	细	意	啼
帏	幽	当年	风雨
州	收	颂	燕
肥	马	无功	犹
逐	空	落花	头
当路	郎	信	郎
当年	曾	幅巾	空
居	竹	惊	诗成
西	疑	问	天
心	斤斧	水	人
十二	刮目	问	春风
亲	车马	红	万里
春	挂	客	台
转	香	微	争
东西	群聚	卧	夜
斜	二月	花	主人
东湖	烨烨	晴	衲僧
求	成	存	犹
江南	精神	百花	东风
催	万里	云	春
害稼	药	君	春
青	金	圆	红
声	月	西	东风
采芝	吟	山	争
东	催	一声	春风
春	笔	花枝	带雨
西	胸中	书	明
道	无奈	风	细雨
行	令	翠微	先
暮	月	愁	萧萧
太	愁	病	口
恨	梦中	东风	须
枕	秋	不忍	夸
嗔	语	深知	虚
五日	物	诏	太平
烟	新	外	清
天	力微	玉	非
南	横	小山	一生
穿	手	死	人
人	何如	恨	子
深	博山	声	愁
春	芳	疏	难
溪	须	贫	诗
北	须	意	何人
气	君	车	登
春	女	非	声
月	雪	太	令
清	雨后	言	明
十年	头	话	不禁
素	心	天	人
坦坦	曲	无人	头
清	云	西风	吹
志气	脱	当年	尸
云	尚	天下	邓
足	复	聊	陈
兴	乱	手	日
雨	西湖	写	流
黄雀	万里	君	免
教	潜	水	雨
枯	绕	难	吹
枝	雨露	社	留作
性	不可	迁	德
深	喜	万里	人情
日	控	千古	宫
烟	月明	客	书
识	桃源	草	东
口	声	小子	闻
三千	家	私	人
元	痕	小	眠
生	死	春	草木
偶	歌舞	君	笑
早	桃李	寿阳	香
梦	催	睡	觉
日	笙歌	语	强
溪	此生	须	从今
翠	行	余	香
重	弱	人	君
前	旧	曾	闭
汲	悲	贤	恐
黄	头	相逢	古
赏	发	君	移
倚	万里	飞	落
水	峰	水	愁
高	酒	山	醉
燕子	采	花	衣
客	愁	身	傍
精通	无生	花	灯
身	春	伴	人
头	梅花	雨	一片
旋	狂	香	人
高	时时	坐	乌帽
天子	龙	青	休
瘦骨	江湖	无人	闲
幽	醉	已成	寒
天然	喜	雪	人
日暮	人	山	人
閒	花	世界	春
门前	买	笑	生
头	弄	一个	买
绿	亭	露	寒
诗	添	天上	香
碧	忽	路	尚有
圆	红	风流	绿
偶	晴	意	不须
春	椿	令	世人
绕	横	年年	才高
山	安	雨	万
忆	玉	寒	眼
山	东	人	认
流	休休	难	先生
云	言	人生	秦
流水	人	前	解
日	风	雨	绿
无言	指	血	青
鹧鸪	心	归来	道
雪	夜	头	春
春	生	寄	故人
人	寒	深	孤
女	珠帘	惜	愁
声	飞	春风	学
遗	生	向来	钱
寒	万重	犹	冷
费	催	成何事	霜毛
勤	扶	酬	远
微	人	争	笑
十里	闲	行人	雨
花	红	年年	天涯
当年	曾	逐	心
小	飞	佳	春
十年	天	千石	书
岭头	尘	春	人
家	绿	非	斜
春	此时	难	人
重重	尘	生	人
醉	寒	骅骝	月中
梅	梢	东	愁
居	心	鹿	思
山	人	酒	梅花
屋	子	君	敲
叹	非	乞	衣
风烟	尘土	天寒	墓
祝融	飘	今日	峰
阴	稀	啼	枝
分	竹	间	东风
明	寺	暖	人
秋风	沙	日	曾
雨	喜	尘土	禾黍
清泉	新	客	钱
明窗	醉	归来	犹
分明	僧	饶	伊
水	颜	曾	人间
晴	动	家	一曲
绿阴	分	横	一片
枝	鹤	留滞	家
高歌	不可	前	人
双	春	东风	黄
回环	花	醉	夜
云	客	小	无奈
俱	空	金色	无边
新州	养	成佛	昔
山	沙	复	山
游山	天竺	休	人
花	日	梦	山
青山	远	无限	等闲看
容易	深	伴	寻
春日	花	鸡	啼
学	异	买	先生
穷	谩	当时	瞿
心	门	旧	新
天	江村	西风	春色
心	师	成	心
甘	殷勤	三千	曾
烟	眠	人	不肯
花	移	醉	花
天	罢	明月	飞
此生	抛	南	灯
曾	花	客	鱼虾
红	绿阴	东	南风
梅	心	春风	海棠
微	散	一曲	争
香	影	须	端
生死	情	客	主人
梦	六月	虎	僧
面壁	万古	攒眉	儿
冥	眠	高情	臣
江干	寒	何人	画
船	眠	人	春风
禅	空	曲	衣
香	杯酒	静	岁月
清	天欲曙	月落	飞去
紫	旧	桃花	人
休	干戈	将军	寒
醉	人	今朝	池
空	年年	家	头
今朝	洗	尘垢	月
秋	寒	家	君
圆	池	非	岁
藏	天	浑	花
倒	须	合	劳
日	清	无限	家
黄	霜	秋	晓
难	门内	闲	日
道	化为	江山	花木
游	拥	颠	清
忘	一天星	南	映
绛	坐	夜	山
寂	妙	忘	回头
一片	竹	路	水
落花	春色	风流	歌
深	解	书	愁
酒	举杯	雪英	故人
世	清	日	遥
霜	牛	黄叶	时时
云烟	蜀锦	寒	深
梅花	旋	新	醉
白衣	难	故人	诗
春	喧	献	春
须	臣	闲	人
休	平	日	小
冉冉	闻	人间	使
空	闻	尘	灯前
间	月	春风	西湖
病	菱花	无人	须
人间	机	祗	天地
花	坐	明朝	青草
殊	不肯	晴	山下
东西	易	天地	间
施功	万里	成	苦
成	酒	从前	安
呼	灯	梦	言
仙	招	鸦	须
居	主人	计	须
花	忙	春	人
扁舟	春风	树	世间
东	破	寒	一年
碧	扁舟	水	波
写	旧	雪	道
景	风	留	山阴
黄昏	云	万里	身
恨	语	今日	年
酒	成	风	胸中
犹	花	天	酒
鸣	采	寿	鸿
无人	翠	罢	乱
梧桐	沙场	夜夜	寄
花	花	花	叟
碧	栽	明日	展
驱	诗	爱	兄弟
雪	意	回首	仙曹
水	故人	路	烟
古	最	江	人
清	江上	东风	明朝
闲	吸	磨	山
冷	微	得意	回头
千山	日	一曲	君
辞	头	非	河流
稀	拾	暮	飞
曾	遍	前	归去
移	翠毛	学	身
风生	云	高卧	天地
车	车	日日	湘江
龙	洪涛	人间	高
疏	肥	久	笑
春	生	梦	诗句
檠	秋	端	春
水	春	须	前
团	转	虚空	漫漫
占	飞	客	诗
斗	闻	人	山色
风	飞花	醉	使
花	扫	惟	花
万物	日	圣人	品
风	客	爱	漠漠
行	从容	约	思
石	台	未有	丝纶
君	辄	今日	隔
人	花	人间	闲
红	复	睡	风
闻	风	心	羡
吹	云	人	秋
唤	桃花	落	郎
幽	寒	梅花	偏
颜	依然	道	转
祝融	穷	山	宜
信	难	曾	破除
人	浮	人	秋
戏	船	一声	复
黄花	疏篱	买	西风
万里	花	少	春风
双	裁	恐	惜
无端	家	弄	手
人	不识	孤舟	秋风
重	五日	绿	红
千里	倾	未必	先生
飞来	云	曾	晚
白云	枯	灭	东风
翠	竹	竹	主人
令	取	足	眠
山	心	君	闲
曾	错	生	一寸
挂	君	重来	花
远	湿	桃源	郎
梅花	晚	君	折
寂寞	锁	无语	晚
皎皎	挂	笑	天
生	倚	凄凉	玉
少	云	州	落花
水	扁舟	少	晚
深	天	月华	丛
空	楚	庙	间
乱	休	和气	吹
力	情	思	先生
雨	眼	树	人
空	化	桥	访
尘	炽	风	愁
峰	动	流水	送
秋风	颜色	盘旋	子
横斜	减	烛	花
且莫	罢	秦	绿
山	年年	当时	人
松	红	合	归去
路	旧	总	天
歌	胜	柳	春
成	亲	今朝	中人
家	坐	秋	曾
生	根本	佛	根本
曾	花	一回	忆
天马	推	数	无穷
空	年前	人	桃花
妙	成	心	人
团	嫌	诗	粲
泥	明	满地	缘
浸	月	道	月中
波	病	鸥鹭	浮
子	始	空	复
无人	水	小	成
云	山头	何如	身
西山	恐	声	断
死	穷	春	胸中
德	分	蜀国	功
教	忆	解	乱
意	道人	草	人
白云	山	辞	君
玉	阳台	人	愁
玉	梁园	嫌	合
人	雨	十年	莺
秋	爱	此君	无时
雪	偶然	累	山中
烧香	蜂	绕	花开
师	回首	利名	先
香	寒	眠	月
千里	敕	急	净
仙人	琼	赋	诗
天街	飞	高情	分
动	秋	分	挂
今日	今年	衣	禅
山中	新	罢	香
转	问	省	道
翡翠	透	月	草
君	秋	行	愁
年	君	头	送
宫	君	秋风至	吹
山	涨	须	露
观	移	花	曾
日	余	日	日光
亭	横	眼	凫
红	放	贤	花
高	坐	古今	走
爱	荷叶	俱	携
头	红	笑	残
天上	浮	松	寿
声	愁	酒	平
泥	展	曾	意
日	相逢	客	愁
高	端	忽	寒
谢	无奈	旱	尚
惜	人	游	思
合	山	日	玉
烟草	玉	万里	断
梅	人	昨夜	面
吴	家	春	园
山	空	身	尘
人	君	明	幽
黄金	白首	客	吹
空	冥	山	归去
移	坐	新	闻
坐	心	山中	动
倚	迥	数	想
一年	今日	路	犹
缣缃	无限	坐	鱼
日	香	霜	闲
夜	天	人	坐
肯	书	业	无涯
空山	横	远近	花
南北	日	奇才	夕
月	晓	须	归来
胸中	书	回心	工夫
功	奈何	畏	风波
隐	竹	月	犹
外	双飞	客	雨
明	风雨	客	阴
修	犹	思	忘
月	金	仙	谷
山	信	行人	催
曾	征	玉	月明
圣	兵	骑	日
旧	月色	惊	闻
小	间	绿	放
闲	西	诗	新
曾	游	山	问
总	喜	风	明
久	人	呈	新
轻	前	归去	留
海上	居	客	偷
翠	几年	曾	香
月	鸾	静	杏花
香	黄昏	夜	玉
息	百里	人	心
东风	山川	非	逐
高	功名	故人	钓
僧	一生	少	祝
春	青	来往	人
昔年	曾	今日	苍苔
山	寒光	路	疑
溪	君	断	故园
前	清	空	流
深	微风	清香	识
易	期	誓	一笑
分明	心	情	堪
三月	身	君	春
阑	细雨	行人	萧萧
柴	区区	茶	酒
软如绵	气	平生	犹
人	闻	落日	青云
识	人	君	梅花
冷	居	盘	山前
曾	中行	愁	寒
花	翠	坐	空
咫尺	手	动摇	山川
行	吼	峭	千古
蛇阵	酣	辊	南
忘	青	草	春风
轻	青	乐	两地
春	低	吴	香
漫漫	寒	十里	成
闻	雪	东风	空
路	一片	客	醉
夜阑	前	雨	犹
天公	双	人间	春风
小	轻	翩翩	尚
眼	垂	水	不为
色	存	想	问
抛	客	行	信
云	绿	风雨	何人
山色	门前	清风	人
问	梦	慵	香
携	水	细雨	万里
恩	犹	多情	君
花	柳	最	一梦
心	花	雪	黄金
香	问	祗	不敢
日月	春	犹	晓来
路	薄	满山	杨花
林间	一笑	风	放
何曾	圆	走	人
天气	空	何人	鸣
秋	云	人间	流
须	恐	言	轮回
手	聊	正声	百年
老人	春事	坐	送
水	夕阳	成何事	合
愁	家	路	万里
转	珠帘	春色	散
水	楼台	好花	容
山	幽	句	五百
扁舟	惊	月	唤
雪	居	玉	花
垂	费	轻	偏
深	心	青山	寻
花	呼	当时	纷纷
路	灯	僧	总
明珠	火	须	未有
弄	苦	追	春风
雪	人	问	君
生	生	行人	行人
云	石	问	鹤
君	山前	路	意
青莲	旧	尘埃	客
千里	隔	书	恨
修	拜	添	亭
曾	寂寥	秋	西风
秋	人	日	扁舟
意	爱	草木	云
山	坛	阴	功
迟	诗	将军	花
须	花	觅	见天真
飞	夜	清	野人
天	城	云	醉
尘	新	白头	夜雨
新	人	月	风雨
教	玉	何事	老天
风	雪	东风	清香
飞	碧玉	迟	从今
云	深	山	日
烟	雪	曾	寒
香	君	岁	争
檐	一片	客	阶前
梦回	犹	风	端
东海	路	飘零	梅花
诏	同心	雪里	春
千古	明	功	端
绿阴	雨	天	青山
春雨	树	人	莺啼
山	水	白鹭	常来
流水	爱	行人	香
倚阑	吹	梅花	寒
家	身	平生	诸公
三年	一日	曾	留
瘦骨	相逢	人	道
乱	啼	太平	日
日	云水	仪	信通
放	春	东风	山
山	经纶	何曾	人
路	山	幽人	旆
人	招魂	分明	家家
水	风	游人	死
乐	宫商	风	偷
秋	酒	醉	卧
随缘	先	令	身
寒	梅花	飞	坐
晚	当年	身	动
复	日	汤	红
缘	解	生	复
波	心源	清泉	修
月	宿	灯前	惊起
恩	磨	风雨	君
西	新	江头	双
破	烂	属	玉
石	何事	强	造化
书	鱼	床头	花间
百尺	几年	成	曾
尘	术	子	人
势	净	风	笠
东坡	重来	行	船
坐	意	千岁	云间
清水	留	月	白发新
七宝	惟	醉	百年
年	问	风	封
松竹	空	寻	人
怒	争	饭	枰
云锁	树	溪水	心
属	寂寥	溪	登
雨	物	胡	草
云	月	低回	身
早岁	承	长春苑	花
病	流	秋	风
黄	花	伴	诗人
绿	新	房	家
病	使	病	眼
复	兼	曾	今日
不为	树	人	不须
草	自然	问	天
乱	春风	憔悴	人
愁	摇	云	月影
官	高	俱	劳
当年	总	家	便是
家	巍峨	三白	从今
西郊	犹	散	浮
天	沙	俱	九重
足	香	人	日
山色	秋	路	月
新	坐	休	恐
堂上	郎	呻吟	茫茫
眠	旧	雨	船
竹	足	君	笑
兵	斜	愁	横
琼液	贤	心	饮
新	春	夕阳	人
禹	明	日	写
仁	芳	君	浮云
古	僧	禅	犹
潮来	青	天	龙
日	明	一双	家
寒	虚	有恨	抱
古	势	行人	未必
洛阳	送	使	西
风	红	亭	风流
雨	分明	随风	倾
日	寻	恨	寒
难遇	空	风	意气
百年	骨	高	树
群	身	诚	人
当年	发	眼睛	未能
候	一夜	行	松
倦	行	月	风
黄	秋风	栖	飞去
暮	心	一枝	香
擅	发	愁	意
惊	玉	十里	月
家	秋风	柳	系
烟云	万	须	日
妙笔	秋	解	车
搦	闲	十万	州
直	轻	明日	绿
雪	寒	月	诗
官	难	德	留
垂	东风	寒食	曾
巫女	垂	端的	非
动	年年	生	春
新	难	意	心
兴	言	李	春风
千里	天	三峡	重门
暗	晚	扁舟	烟
行行	梢	瘦	巢
稍	雪	天人	造物
红	生	家	水
空山	何物	文	字
月	旧	心	取
衣	路	华阳	落
亲	家	道	乡
倾盖	晴天	犹	卞
乐	秋	蒙	饮
日永	风	意	发
身	何人	分	平
复	住	日	犹
山	山	风	骨
圆	仙	非	一笑
金	诗	苦	终
阳	徘徊	分	自有
黄金	书	闲	直
官	间	志	闲
扫	桑	摘	日
前	物	云收	悠然
平	难	月满	行
封	君	问	官
西	三月	远	流
舟	新	树	月
陋巷	子	端	须知
玉座	悲	汉	虏
古	清	转	笑
石	绿	今日	犹自
年	天	成	风
明	暑气	道	东风
春	新	日	人
参天	清阳	炎	风月
尘	春	香	犹
情	愁	红	静
秋	分	牧马	将军
树	吟	蜀道	缘
洒	鹤	斗	叹
绿	新	东风	惊
云	风	桃李	伴
身	薄	行	白云
浓	通	秋水	花
横	竹	交	家
欹	秋	坐	属
虞	柱	家	端
远	叶	玄	交涉
家家	识	俱	春风
雨	何人	湖边	夕阳
杯	云	霜	曾
久	意	补	桑田
悬	小	堪	客
眼	泥	枯	波浪
羞	桃花	笑	风流
忧	寐	寐	忧
心	不在	回首	便是
冠	端	香	坐
楼	春色	道	湖光
罢	风	双	团
红	风	青春	千年
倚	闲	谋生	送
玉树	照人	可笑	春风
嗟	桴	闻	勇
秋	醉	远	西风
安	一声	石头	依然
东西	州	嫌	煎
分	花	风雨	窗纱
烂	竹篱	道	雪
酒	人	静	画
月	通	月	性
间	胜	年	迟
阴	凝	微臣	诗
生涯	疏	寒	灯前
功	日日	灵	空
吹	百炼	直下	落
寒	新	风流	人间
郎	成	重	赐
四方	小	心	痴
卷	门外	夜半	溪头
新	手	游	红
买	日	日	眠
云	雪	庭	寒
横	阴	夜深	色
君	东	山	人
雨	香	吴	天
衣	终日	十年	瓜
玉	霜	非	曾
意	合	许	添
车马	争	梅花	袖
秋	长江	行人	愁
春来	东风	新	须
新	诗	月	忆
岁	君	伴	萧萧
石	人	夜月	山
夕阳	秋	新	挂
日	筹	愁	新年
送	晚风	桃花	洗
山	穷	人	间
日	十里	绛	仙家
山头	江边	百万	休
衰翁	满眼	扁舟	西东
香烟	读	空	舟子
浅	路	寻	夹路
足	强	徒	妙
诸	何如	春	浮
休	千里	空	不为
春	山	非	疑
生	忽	挂	悠悠
春风	阴	吹	芳草
身	路	相思	梅花
碧	香	晓	残
雪	水	隔	春
头	总	临水	桃花
报	深	寒	风
城	黄	落	风
日暮	舟	亭	坐
曾	春风	安	谢家
山	醉	十年	诗
曾	红	昨夜	身
深	碧	茂林	山阴
酒	杨柳	家	不须
人	尚	梦	紫
秋风	愁	燕	秋
先生	春	蓬	草
流	生	太极	古
寒食	道	诗人	酒
无端	夜	相逢	心
路	人	问	南
睡	仙人	帘	天香
当年	轻	须	行
徘徊	寒	金	玉
种	松	思	柳
东南	子	何曾	不觉
桃花	黄昏	成	何如
成功	绣	黄金	窗
万	雄	旧	烟雨
醉	问	路	山色
清	浮	平	一枝
宫中	舟	香	不及
宫	随波	船中	水
自然	示	当时	余
空	身	窗前	声
飞	高	轻	云
倚	走	云	复
亭	萧萧	竹	山光
花	莺	春	歌
越	诗	白发	曾
仙	合	夜	分
讹	干	寄语	眼
晴	青	啼	黄鹂
明	散	须	太平
酌酒	风	外	乐
芳草	归田	天意	身
青	罢	寄	风
桃花	春	风	须
高	寻	山中	无人
马	问	乱	君
清秋	天	樵	期
客	花	江南	城
平生	胸中	岁寒	江山
三公	月明	杀	犹
双	僧	虚空	坐
云林	忽	看山	相望
信	百年	人	春风
溪	青山	荷花	无数
庵	拜	主	风
一年	纷纷	取	春
游	曾	屈原	空山
竹	风	路	暑气
睡	眠	寄	心
曹	丹青	世间	信
绿槐	新	少	殿
假	宗	兔	万里
风雨	雅	意	爱
寒色	宾	生意	春
曾	游	风	小
冷	寒	心	恨
孤	声	朝廷	恨
州	成	一醉	复
栖	携手	松	柳
春愁	风流	咏	山
人	日	东风	轻
吴	旧游	年	并州
日	雨	气	一笑
总	人	声名	南
声	秋	日	屏风
旧	仙	城阙	青山
春	家	东来	十年
可长生	浪	山	世间
相逢	人	暗	人
栩栩	春	梦	漆园
珠	几年	晴	化
物	人	四野	三间
乱	心	罗川	恨
晴	吹	春色	尚
子	喜	华	期
罢	花	鸳鸯	斜
炊	间	道	闲
人	夜	江	行
曾	春	清秋	斜阳
号	三年	君	风
诚	招	堂	帐
卧	声	天	明
清明	裹	东风	花
细雨	酒痕	行	花
吹	春色	西	夕阳
清风	漫	自有	香
平	日日	飞	愁
身	心	雪	花
歌	人	空	无心
傍	乐	不须	游人
春	白羽	浑	人
驱	年	岁	星
倚	度	展	夕阳
逐	秋霜	胸中	冰心
日	道	身	不及
轻	余	白头	江湖
寂寥	寒	西风	掩
修	杀	半夜	瞎
亭	春	人	杨花
冠	数	旧	年
夜	熊	郎	黑头
分	万物	泉	非
舟	客	春归	愁
人	居	寒	乱
休	剑	放	终
日	空桑	风雨	绿
柴门	聊	春雨	人
阴	寂寞	非	人
拂	乱	清	垂
明	夜	无端	萧萧
笑	门	生	足
成	圣	犹	先
阴	折	新	仙
踏	拥	甚	衣
明	天下	空	争
头	歌声	测	醉
功	君	谤	人
衣	散	碧	深处
仙	馀	东	书
人	身	醉	醒
春	秋	空	寒
子	聊	非	得知
拂	薄	嫌	襄王
十年	行	高	重
吹	鸣	十里	秋
二月	花	寄	风吹
披	青	短	溪
双	拂	前	秋
日	酒	醉	卧龙
复	须	江上	高
难	天	容	泉
清明	忙	今日	香
秋	心	笑	声
新	争	识	字
字	小	磨	分
春	花	山中	树
春风	行	泥	吹
深	万国	名	高
魔	花	今日	贫家
城中	飞	黄	何人
春来	试	俱	须
泥	空	泥	风
山	星	流	忙
冰	吹	嗟	宿
落	深	到手	伤人
行	嫌	鹤	青山
忘	岁	日	尚
月	小院	犹	西
青	安	久	寒
动	酥	笑	尘
闻	行	十年	平
愁	问	山中	残雪
成	总	不识	身
强	日	鸠	唤
闻	第一	心	欺
盛	行	绕	圣人
轻	宽	谩	书
拂	花	恰	家
烟霞	门	日	新
名	林	颜色	车
雨	春	罢	香
垂	锁	信	东风
先	新	花	一片
尘	始	日	人
草	斗	数	尚
声	分	梅花	家
人心	问	君	春
微风	隔	成	诗
路	人烟	一枝	道
